"","genus","family","order","richness"
"Mallophyton","Mallophyton","Melastomataceae","Myrtales",1
"Marcetia","Marcetia","Melastomataceae","Myrtales",4
"Mecranium","Mecranium","Melastomataceae","Myrtales",12
"Medinilla","Medinilla","Melastomataceae","Myrtales",19
"Meisneria","Meisneria","Melastomataceae","Myrtales",1
"Melastoma","Melastoma","Melastomataceae","Myrtales",7
"Melastomastrum","Melastomastrum","Melastomataceae","Myrtales",2
"Memecylon","Memecylon","Melastomataceae","Myrtales",31
"Meriania","Meriania","Melastomataceae","Myrtales",64
"Merianthera","Merianthera","Melastomataceae","Myrtales",1
"Miconia","Miconia","Melastomataceae","Myrtales",709
"Microlepis","Microlepis","Melastomataceae","Myrtales",1
"Microlicia","Microlicia","Melastomataceae","Myrtales",14
"Monochaetum","Monochaetum","Melastomataceae","Myrtales",42
"Monolena","Monolena","Melastomataceae","Myrtales",8
"Mouriri","Mouriri","Melastomataceae","Myrtales",53
"Myriaspora","Myriaspora","Melastomataceae","Myrtales",1
"Naudinia","Naudinia","Melastomataceae","Myrtales",1
"Neblinanthera","Neblinanthera","Melastomataceae","Myrtales",1
"Necramium","Necramium","Melastomataceae","Myrtales",1
"Nepsera","Nepsera","Melastomataceae","Myrtales",1
"Ochthocharis","Ochthocharis","Melastomataceae","Myrtales",1
"Opisthocentra","Opisthocentra","Melastomataceae","Myrtales",1
"Osbeckia","Osbeckia","Melastomataceae","Myrtales",8
"Ossaea","Ossaea","Melastomataceae","Myrtales",36
"Oxyspora","Oxyspora","Melastomataceae","Myrtales",5
"Pachyanthus","Pachyanthus","Melastomataceae","Myrtales",1
"Pachyloma","Pachyloma","Melastomataceae","Myrtales",3
"Pentossaea","Pentossaea","Melastomataceae","Myrtales",7
"Phaeoneuron","Phaeoneuron","Melastomataceae","Myrtales",2
"Phainantha","Phainantha","Melastomataceae","Myrtales",4
"Phyllagathis","Phyllagathis","Melastomataceae","Myrtales",25
"Pilocosta","Pilocosta","Melastomataceae","Myrtales",5
"Plagiopetalum","Plagiopetalum","Melastomataceae","Myrtales",2
"Pleiochiton","Pleiochiton","Melastomataceae","Myrtales",2
"Pleroma","Pleroma","Melastomataceae","Myrtales",2
"Poteranthera","Poteranthera","Melastomataceae","Myrtales",1
"Preussiella","Preussiella","Melastomataceae","Myrtales",1
"Pternandra","Pternandra","Melastomataceae","Myrtales",1
"Pterogastra","Pterogastra","Melastomataceae","Myrtales",2
"Pterolepis","Pterolepis","Melastomataceae","Myrtales",7
"Pyramia","Pyramia","Melastomataceae","Myrtales",1
"Rhynchanthera","Rhynchanthera","Melastomataceae","Myrtales",14
"Rousseauxia","Rousseauxia","Melastomataceae","Myrtales",10
"Sagraea","Sagraea","Melastomataceae","Myrtales",14
"Salpinga","Salpinga","Melastomataceae","Myrtales",8
"Sandemania","Sandemania","Melastomataceae","Myrtales",1
"Sarcopyramis","Sarcopyramis","Melastomataceae","Myrtales",2
"Schwackaea","Schwackaea","Melastomataceae","Myrtales",1
"Scorpiothyrsus","Scorpiothyrsus","Melastomataceae","Myrtales",3
"Siphanthera","Siphanthera","Melastomataceae","Myrtales",8
"Sonerila","Sonerila","Melastomataceae","Myrtales",6
"Spathandra","Spathandra","Melastomataceae","Myrtales",1
"Sporoxeia","Sporoxeia","Melastomataceae","Myrtales",2
"Stanmarkia","Stanmarkia","Melastomataceae","Myrtales",2
"Staphidiastrum","Staphidiastrum","Melastomataceae","Myrtales",1
"Staphidium","Staphidium","Melastomataceae","Myrtales",1
"Stussenia","Stussenia","Melastomataceae","Myrtales",1
"Styrophyton","Styrophyton","Melastomataceae","Myrtales",1
"Tateanthus","Tateanthus","Melastomataceae","Myrtales",1
"Tessmannianthus","Tessmannianthus","Melastomataceae","Myrtales",6
"Tetrazygia","Tetrazygia","Melastomataceae","Myrtales",9
"Tetrazygiopsis","Tetrazygiopsis","Melastomataceae","Myrtales",5
"Tibouchina","Tibouchina","Melastomataceae","Myrtales",149
"Tigridiopalma","Tigridiopalma","Melastomataceae","Myrtales",1
"Tococa","Tococa","Melastomataceae","Myrtales",45
"Topobea","Topobea","Melastomataceae","Myrtales",47
"Trembleya","Trembleya","Melastomataceae","Myrtales",3
"Triolena","Triolena","Melastomataceae","Myrtales",20
"Tristemma","Tristemma","Melastomataceae","Myrtales",3
"Votomita","Votomita","Melastomataceae","Myrtales",8
"Warneckea","Warneckea","Melastomataceae","Myrtales",29
"Wurdastom","Wurdastom","Melastomataceae","Myrtales",8
"Aglaia","Aglaia","Meliaceae","Sapindales",112
"Anthocarpa","Anthocarpa","Meliaceae","Sapindales",1
"Aphanamixis","Aphanamixis","Meliaceae","Sapindales",3
"Astrotrichilia","Astrotrichilia","Meliaceae","Sapindales",12
"Azadirachta","Azadirachta","Meliaceae","Sapindales",2
"Cabralea","Cabralea","Meliaceae","Sapindales",2
"Calodecaryia","Calodecaryia","Meliaceae","Sapindales",2
"Capuronianthus","Capuronianthus","Meliaceae","Sapindales",2
"Carapa","Carapa","Meliaceae","Sapindales",7
"Cedrela","Cedrela","Meliaceae","Sapindales",13
"Cedrelopsis","Cedrelopsis","Meliaceae","Sapindales",8
"Chisocheton","Chisocheton","Meliaceae","Sapindales",50
"Chukrasia","Chukrasia","Meliaceae","Sapindales",1
"Cipadessa","Cipadessa","Meliaceae","Sapindales",1
"Dysoxylum","Dysoxylum","Meliaceae","Sapindales",96
"Ekebergia","Ekebergia","Meliaceae","Sapindales",4
"Entandrophragma","Entandrophragma","Meliaceae","Sapindales",12
"Granatum","Granatum","Meliaceae","Sapindales",1
"Guarea","Guarea","Meliaceae","Sapindales",71
"Heckeldora","Heckeldora","Meliaceae","Sapindales",2
"Heynea","Heynea","Meliaceae","Sapindales",2
"Humbertioturraea","Humbertioturraea","Meliaceae","Sapindales",7
"Khaya","Khaya","Meliaceae","Sapindales",3
"Lepidotrichilia","Lepidotrichilia","Meliaceae","Sapindales",2
"Leplaea","Leplaea","Meliaceae","Sapindales",1
"Lovoa","Lovoa","Meliaceae","Sapindales",2
"Malleastrum","Malleastrum","Meliaceae","Sapindales",5
"Melia","Melia","Meliaceae","Sapindales",3
"Munronia","Munronia","Meliaceae","Sapindales",2
"Pseudobersama","Pseudobersama","Meliaceae","Sapindales",1
"Pseudocedrela","Pseudocedrela","Meliaceae","Sapindales",1
"Pseudoclausena","Pseudoclausena","Meliaceae","Sapindales",1
"Quivisianthe","Quivisianthe","Meliaceae","Sapindales",1
"Reinwardtiodendron","Reinwardtiodendron","Meliaceae","Sapindales",1
"Ruagea","Ruagea","Meliaceae","Sapindales",12
"Sandoricum","Sandoricum","Meliaceae","Sapindales",1
"Schmardaea","Schmardaea","Meliaceae","Sapindales",1
"Soymida","Soymida","Meliaceae","Sapindales",1
"Swietenia","Swietenia","Meliaceae","Sapindales",4
"Synoum","Synoum","Meliaceae","Sapindales",1
"Toona","Toona","Meliaceae","Sapindales",6
"Trichilia","Trichilia","Meliaceae","Sapindales",71
"Turraea","Turraea","Meliaceae","Sapindales",22
"Turraeanthus","Turraeanthus","Meliaceae","Sapindales",1
"Walsura","Walsura","Meliaceae","Sapindales",2
"Xylocarpus","Xylocarpus","Meliaceae","Sapindales",3
"Bersama","Bersama","Melianthaceae","Geraniales",7
"Francoa","Francoa","Melianthaceae","Geraniales",3
"Greyia","Greyia","Melianthaceae","Geraniales",3
"Abuta","Abuta","Menispermaceae","Ranunculales",34
"Albertisia","Albertisia","Menispermaceae","Ranunculales",20
"Anamirta","Anamirta","Menispermaceae","Ranunculales",1
"Anisocycla","Anisocycla","Menispermaceae","Ranunculales",5
"Anomospermum","Anomospermum","Menispermaceae","Ranunculales",8
"Antizoma","Antizoma","Menispermaceae","Ranunculales",3
"Arcangelisia","Arcangelisia","Menispermaceae","Ranunculales",3
"Aspidocarya","Aspidocarya","Menispermaceae","Ranunculales",1
"Beirnaertia","Beirnaertia","Menispermaceae","Ranunculales",1
"Borismene","Borismene","Menispermaceae","Ranunculales",1
"Burasaia","Burasaia","Menispermaceae","Ranunculales",4
"Calycocarpum","Calycocarpum","Menispermaceae","Ranunculales",1
"Carronia","Carronia","Menispermaceae","Ranunculales",4
"Caryomene","Caryomene","Menispermaceae","Ranunculales",5
"Cebatha","Cebatha","Menispermaceae","Ranunculales",1
"Chasmanthera","Chasmanthera","Menispermaceae","Ranunculales",2
"Chlaenandra","Chlaenandra","Menispermaceae","Ranunculales",1
"Chondrodendron","Chondrodendron","Menispermaceae","Ranunculales",6
"Cissampelos","Cissampelos","Menispermaceae","Ranunculales",21
"Cocculus","Cocculus","Menispermaceae","Ranunculales",9
"Coscinium","Coscinium","Menispermaceae","Ranunculales",2
"Curarea","Curarea","Menispermaceae","Ranunculales",5
"Cyclea","Cyclea","Menispermaceae","Ranunculales",36
"Dialytheca","Dialytheca","Menispermaceae","Ranunculales",1
"Dioscoreophyllum","Dioscoreophyllum","Menispermaceae","Ranunculales",3
"Diploclisia","Diploclisia","Menispermaceae","Ranunculales",2
"Disciphania","Disciphania","Menispermaceae","Ranunculales",26
"Echinostephia","Echinostephia","Menispermaceae","Ranunculales",1
"Elephantomene","Elephantomene","Menispermaceae","Ranunculales",1
"Eleutharrhena","Eleutharrhena","Menispermaceae","Ranunculales",1
"Fibraurea","Fibraurea","Menispermaceae","Ranunculales",3
"Hyperbaena","Hyperbaena","Menispermaceae","Ranunculales",13
"Hypserpa","Hypserpa","Menispermaceae","Ranunculales",3
"Jateorhiza","Jateorhiza","Menispermaceae","Ranunculales",2
"Kolobopetalum","Kolobopetalum","Menispermaceae","Ranunculales",2
"Leptoterantha","Leptoterantha","Menispermaceae","Ranunculales",1
"Limacia","Limacia","Menispermaceae","Ranunculales",1
"Limaciopsis","Limaciopsis","Menispermaceae","Ranunculales",1
"Menispermum","Menispermum","Menispermaceae","Ranunculales",2
"Odontocarya","Odontocarya","Menispermaceae","Ranunculales",30
"Orthogynium","Orthogynium","Menispermaceae","Ranunculales",1
"Orthomene","Orthomene","Menispermaceae","Ranunculales",3
"Pachygone","Pachygone","Menispermaceae","Ranunculales",5
"Parabaena","Parabaena","Menispermaceae","Ranunculales",1
"Parapachygone","Parapachygone","Menispermaceae","Ranunculales",1
"Penianthus","Penianthus","Menispermaceae","Ranunculales",2
"Pericampylus","Pericampylus","Menispermaceae","Ranunculales",2
"Perichasma","Perichasma","Menispermaceae","Ranunculales",1
"Pycnarrhena","Pycnarrhena","Menispermaceae","Ranunculales",3
"Rhaptonema","Rhaptonema","Menispermaceae","Ranunculales",2
"Rhigiocarya","Rhigiocarya","Menispermaceae","Ranunculales",1
"Sciadotenia","Sciadotenia","Menispermaceae","Ranunculales",10
"Sinomenium","Sinomenium","Menispermaceae","Ranunculales",1
"Spirospermum","Spirospermum","Menispermaceae","Ranunculales",1
"Stephania","Stephania","Menispermaceae","Ranunculales",40
"Synclisia","Synclisia","Menispermaceae","Ranunculales",1
"Syrrheonema","Syrrheonema","Menispermaceae","Ranunculales",1
"Syrrhonema","Syrrhonema","Menispermaceae","Ranunculales",1
"Telitoxicum","Telitoxicum","Menispermaceae","Ranunculales",5
"Tiliacora","Tiliacora","Menispermaceae","Ranunculales",7
"Tinomiscium","Tinomiscium","Menispermaceae","Ranunculales",1
"Tinospora","Tinospora","Menispermaceae","Ranunculales",13
"Triclisia","Triclisia","Menispermaceae","Ranunculales",8
"Ungulipetalum","Ungulipetalum","Menispermaceae","Ranunculales",1
"Limnanthemum","Limnanthemum","Menyanthaceae","Asterales",1
"Liparophyllum","Liparophyllum","Menyanthaceae","Asterales",7
"Menyanthes","Menyanthes","Menyanthaceae","Asterales",1
"Nephrophyllidium","Nephrophyllidium","Menyanthaceae","Asterales",1
"Nymphoides","Nymphoides","Menyanthaceae","Asterales",28
"Villarsia","Villarsia","Menyanthaceae","Asterales",1
"Metteniusa","Metteniusa","Metteniusaceae",NA,3
"Misodendrum","Misodendrum","Misodendraceae","Santalales",8
"Mitrastemon","Mitrastemon","Mitrastemonaceae","Ericales",2
"Adenogramma","Adenogramma","Molluginaceae","Caryophyllales",11
"Coelanthum","Coelanthum","Molluginaceae","Caryophyllales",3
"Corrigiola","Corrigiola","Caryophyllaceae","Caryophyllales",10
"Glinus","Glinus","Molluginaceae","Caryophyllales",10
"Glischrothamnus","Glischrothamnus","Molluginaceae","Caryophyllales",1
"Hypertelis","Hypertelis","Molluginaceae","Caryophyllales",3
"Mollugo","Mollugo","Molluginaceae","Caryophyllales",11
"Pharnaceum","Pharnaceum","Molluginaceae","Caryophyllales",5
"Polpoda","Polpoda","Molluginaceae","Caryophyllales",2
"Psammotropha","Psammotropha","Molluginaceae","Caryophyllales",3
"Austromatthaea","Austromatthaea","Monimiaceae","Laurales",1
"Carnegieodoxa","Carnegieodoxa","Monimiaceae","Laurales",1
"Decarydendron","Decarydendron","Monimiaceae","Laurales",4
"Ephippiandra","Ephippiandra","Monimiaceae","Laurales",7
"Faika","Faika","Monimiaceae","Laurales",1
"Grazielanthus","Grazielanthus","Monimiaceae","Laurales",1
"Hedycarya","Hedycarya","Monimiaceae","Laurales",2
"Hennecartia","Hennecartia","Monimiaceae","Laurales",1
"Kibara","Kibara","Monimiaceae","Laurales",2
"Kibaropsis","Kibaropsis","Monimiaceae","Laurales",1
"Macropeplus","Macropeplus","Monimiaceae","Laurales",4
"Mollinedia","Mollinedia","Monimiaceae","Laurales",35
"Peumus","Peumus","Monimiaceae","Laurales",1
"Tambourissa","Tambourissa","Monimiaceae","Laurales",16
"Wilkiea","Wilkiea","Monimiaceae","Laurales",8
"Xymalos","Xymalos","Monimiaceae","Laurales",1
"Claytonia","Claytonia","Montiaceae","Caryophyllales",29
"Erocallis","Erocallis","Montiaceae","Caryophyllales",1
"Hectorella","Hectorella","Montiaceae","Caryophyllales",1
"Lewisia","Lewisia","Montiaceae","Caryophyllales",13
"Limnia","Limnia","Montiaceae","Caryophyllales",7
"Montia","Montia","Montiaceae","Caryophyllales",11
"Montiastrum","Montiastrum","Montiaceae","Caryophyllales",1
"Montiopsis","Montiopsis","Montiaceae","Caryophyllales",18
"Naiocrene","Naiocrene","Montiaceae","Caryophyllales",2
"Oreobroma","Oreobroma","Montiaceae","Caryophyllales",1
"Parakeelya","Parakeelya","Montiaceae","Caryophyllales",2
"Phemeranthus","Phemeranthus","Montiaceae","Caryophyllales",20
"Grevea","Grevea","Montiniaceae","Solanales",3
"Kaliphora","Kaliphora","Montiniaceae","Solanales",1
"Montinia","Montinia","Montiniaceae","Solanales",1
"Antiaris","Antiaris","Moraceae","Rosales",1
"Antiaropsis","Antiaropsis","Moraceae","Rosales",2
"Artocarpus","Artocarpus","Moraceae","Rosales",64
"Bagassa","Bagassa","Moraceae","Rosales",1
"Batocarpus","Batocarpus","Moraceae","Rosales",3
"Bleekrodea","Bleekrodea","Moraceae","Rosales",4
"Bosqueiopsis","Bosqueiopsis","Moraceae","Rosales",1
"Brosimum","Brosimum","Moraceae","Rosales",15
"Broussonetia","Broussonetia","Moraceae","Rosales",10
"Calaunia","Calaunia","Moraceae","Rosales",1
"Castilla","Castilla","Moraceae","Rosales",3
"Clarisia","Clarisia","Moraceae","Rosales",3
"Dorstenia","Dorstenia","Moraceae","Rosales",116
"Fatoua","Fatoua","Moraceae","Rosales",3
"Ficus","Ficus","Moraceae","Rosales",830
"Helianthostylis","Helianthostylis","Moraceae","Rosales",2
"Helicostylis","Helicostylis","Moraceae","Rosales",7
"Hullettia","Hullettia","Moraceae","Rosales",1
"Maclura","Maclura","Moraceae","Rosales",11
"Maquira","Maquira","Moraceae","Rosales",4
"Mesogyne","Mesogyne","Moraceae","Rosales",1
"Milicia","Milicia","Moraceae","Rosales",2
"Morus","Morus","Moraceae","Rosales",14
"Naucleopsis","Naucleopsis","Moraceae","Rosales",18
"Perebea","Perebea","Moraceae","Rosales",9
"Poulsenia","Poulsenia","Moraceae","Rosales",1
"Pseudolmedia","Pseudolmedia","Moraceae","Rosales",10
"Pseudomorus","Pseudomorus","Moraceae","Rosales",1
"Scyphosyce","Scyphosyce","Moraceae","Rosales",1
"Sorocea","Sorocea","Moraceae","Rosales",14
"Streblus","Streblus","Moraceae","Rosales",10
"Taxotrophis","Taxotrophis","Moraceae","Rosales",1
"Treculia","Treculia","Moraceae","Rosales",3
"Trilepisium","Trilepisium","Moraceae","Rosales",1
"Trophis","Trophis","Moraceae","Rosales",8
"Trymatococcus","Trymatococcus","Moraceae","Rosales",2
"Vanieria","Vanieria","Moraceae","Rosales",1
"Moringa","Moringa","Moringaceae","Brassicales",4
"Dicraspidia","Dicraspidia","Muntingiaceae","Malvales",1
"Muntingia","Muntingia","Muntingiaceae","Malvales",1
"Neotessmannia","Neotessmannia","Muntingiaceae","Malvales",1
"Ensete","Ensete","Musaceae","Zingiberales",8
"Musa","Musa","Musaceae","Zingiberales",66
"Delarbrea","Delarbrea","Myodocarpaceae","Apiales",7
"Myodocarpus","Myodocarpus","Myodocarpaceae","Apiales",8
"Canacomyrica","Canacomyrica","Myricaceae","Fagales",1
"Comptonia","Comptonia","Myricaceae","Fagales",1
"Morella","Morella","Myricaceae","Fagales",28
"Myrica","Myrica","Myricaceae","Fagales",18
"Bicuiba","Bicuiba","Myristicaceae","Magnoliales",1
"Brochoneura","Brochoneura","Myristicaceae","Magnoliales",5
"Cephalosphaera","Cephalosphaera","Myristicaceae","Magnoliales",1
"Coelocaryon","Coelocaryon","Myristicaceae","Magnoliales",4
"Compsoneura","Compsoneura","Myristicaceae","Magnoliales",17
"Doyleanthus","Doyleanthus","Myristicaceae","Magnoliales",1
"Endocomia","Endocomia","Myristicaceae","Magnoliales",4
"Gymnacranthera","Gymnacranthera","Myristicaceae","Magnoliales",7
"Horsfieldia","Horsfieldia","Myristicaceae","Magnoliales",19
"Iryanthera","Iryanthera","Myristicaceae","Magnoliales",20
"Knema","Knema","Myristicaceae","Magnoliales",10
"Mauloutchia","Mauloutchia","Myristicaceae","Magnoliales",2
"Myristica","Myristica","Myristicaceae","Magnoliales",9
"Osteophloeum","Osteophloeum","Myristicaceae","Magnoliales",1
"Otoba","Otoba","Myristicaceae","Magnoliales",8
"Paramyristica","Paramyristica","Myristicaceae","Magnoliales",1
"Pycnanthus","Pycnanthus","Myristicaceae","Magnoliales",1
"Scyphocephalium","Scyphocephalium","Myristicaceae","Magnoliales",1
"Virola","Virola","Myristicaceae","Magnoliales",41
"Myrothamnus","Myrothamnus","Myrothamnaceae","Gunnerales",2
"Acca","Acca","Myrtaceae","Myrtales",3
"Accara","Accara","Myrtaceae","Myrtales",1
"Actinodium","Actinodium","Myrtaceae","Myrtales",1
"Agonis","Agonis","Myrtaceae","Myrtales",5
"Algrizea","Algrizea","Myrtaceae","Myrtales",1
"Allosyncarpia","Allosyncarpia","Myrtaceae","Myrtales",1
"Aluta","Aluta","Myrtaceae","Myrtales",5
"Amomyrtella","Amomyrtella","Myrtaceae","Myrtales",1
"Amomyrtus","Amomyrtus","Myrtaceae","Myrtales",2
"Angasomyrtus","Angasomyrtus","Myrtaceae","Myrtales",1
"Angophora","Angophora","Myrtaceae","Myrtales",16
"Archirhodomyrtus","Archirhodomyrtus","Myrtaceae","Myrtales",5
"Arillastrum","Arillastrum","Myrtaceae","Myrtales",1
"Astartea","Astartea","Myrtaceae","Myrtales",9
"Asteromyrtus","Asteromyrtus","Myrtaceae","Myrtales",7
"Astus","Astus","Myrtaceae","Myrtales",4
"Austromyrtus","Austromyrtus","Myrtaceae","Myrtales",21
"Babingtonia","Babingtonia","Myrtaceae","Myrtales",1
"Backhousia","Backhousia","Myrtaceae","Myrtales",9
"Baeckea","Baeckea","Myrtaceae","Myrtales",50
"Balaustion","Balaustion","Myrtaceae","Myrtales",1
"Barongia","Barongia","Myrtaceae","Myrtales",1
"Basisperma","Basisperma","Myrtaceae","Myrtales",1
"Beaufortia","Beaufortia","Myrtaceae","Myrtales",20
"Blepharocalyx","Blepharocalyx","Myrtaceae","Myrtales",4
"Britoa","Britoa","Myrtaceae","Myrtales",1
"Callistemon","Callistemon","Myrtaceae","Myrtales",37
"Calothamnus","Calothamnus","Myrtaceae","Myrtales",39
"Calycolpus","Calycolpus","Myrtaceae","Myrtales",16
"Calycorectes","Calycorectes","Myrtaceae","Myrtales",30
"Calyptranthes","Calyptranthes","Myrtaceae","Myrtales",267
"Calyptrogenia","Calyptrogenia","Myrtaceae","Myrtales",6
"Calytrix","Calytrix","Myrtaceae","Myrtales",79
"Campomanesia","Campomanesia","Myrtaceae","Myrtales",37
"Chamelaucium","Chamelaucium","Myrtaceae","Myrtales",13
"Chamguava","Chamguava","Myrtaceae","Myrtales",3
"Cheyniana","Cheyniana","Myrtaceae","Myrtales",2
"Choricarpia","Choricarpia","Myrtaceae","Myrtales",2
"Chytraculia","Chytraculia","Myrtaceae","Myrtales",1
"Cloezia","Cloezia","Myrtaceae","Myrtales",6
"Conothamnus","Conothamnus","Myrtaceae","Myrtales",3
"Corymbia","Corymbia","Myrtaceae","Myrtales",95
"Corynanthera","Corynanthera","Myrtaceae","Myrtales",1
"Curitiba","Curitiba","Myrtaceae","Myrtales",1
"Cyathostemon","Cyathostemon","Myrtaceae","Myrtales",1
"Darwinia","Darwinia","Myrtaceae","Myrtales",45
"Decaspermum","Decaspermum","Myrtaceae","Myrtales",34
"Eremaea","Eremaea","Myrtaceae","Myrtales",16
"Eucalyptopsis","Eucalyptopsis","Myrtaceae","Myrtales",2
"Eucalyptus","Eucalyptus","Myrtaceae","Myrtales",810
"Eugenia","Eugenia","Myrtaceae","Myrtales",1011
"Euryomyrtus","Euryomyrtus","Myrtaceae","Myrtales",7
"Gomidesia","Gomidesia","Myrtaceae","Myrtales",1
"Gossia","Gossia","Myrtaceae","Myrtales",28
"Harmogia","Harmogia","Myrtaceae","Myrtales",1
"Heteropyxis","Heteropyxis","Myrtaceae","Myrtales",3
"Hexachlamys","Hexachlamys","Myrtaceae","Myrtales",13
"Homalocalyx","Homalocalyx","Myrtaceae","Myrtales",11
"Homalospermum","Homalospermum","Myrtaceae","Myrtales",1
"Homoranthus","Homoranthus","Myrtaceae","Myrtales",23
"Hottea","Hottea","Myrtaceae","Myrtales",9
"Hypocalymma","Hypocalymma","Myrtaceae","Myrtales",22
"Kania","Kania","Myrtaceae","Myrtales",6
"Kardomia","Kardomia","Myrtaceae","Myrtales",6
"Kjellbergiodendron","Kjellbergiodendron","Myrtaceae","Myrtales",1
"Kunzea","Kunzea","Myrtaceae","Myrtales",42
"Lamarchea","Lamarchea","Myrtaceae","Myrtales",2
"Legrandia","Legrandia","Myrtaceae","Myrtales",1
"Lenwebbia","Lenwebbia","Myrtaceae","Myrtales",2
"Leptospermum","Leptospermum","Myrtaceae","Myrtales",87
"Lindsayomyrtus","Lindsayomyrtus","Myrtaceae","Myrtales",1
"Lithomyrtus","Lithomyrtus","Myrtaceae","Myrtales",11
"Lophomyrtus","Lophomyrtus","Myrtaceae","Myrtales",3
"Lophostemon","Lophostemon","Myrtaceae","Myrtales",4
"Luma","Luma","Myrtaceae","Myrtales",2
"Lysicarpus","Lysicarpus","Myrtaceae","Myrtales",1
"Malleostemon","Malleostemon","Myrtaceae","Myrtales",6
"Marlierea","Marlierea","Myrtaceae","Myrtales",90
"Melaleuca","Melaleuca","Myrtaceae","Myrtales",246
"Meteoromyrtus","Meteoromyrtus","Myrtaceae","Myrtales",1
"Metrosideros","Metrosideros","Myrtaceae","Myrtales",55
"Micromyrtus","Micromyrtus","Myrtaceae","Myrtales",44
"Mitranthes","Mitranthes","Myrtaceae","Myrtales",7
"Mitrantia","Mitrantia","Myrtaceae","Myrtales",1
"Mosiera","Mosiera","Myrtaceae","Myrtales",28
"Myrceugenia","Myrceugenia","Myrtaceae","Myrtales",46
"Myrcia","Myrcia","Myrtaceae","Myrtales",374
"Myrcianthes","Myrcianthes","Myrtaceae","Myrtales",35
"Myrciaria","Myrciaria","Myrtaceae","Myrtales",23
"Myrrhinium","Myrrhinium","Myrtaceae","Myrtales",1
"Myrtastrum","Myrtastrum","Myrtaceae","Myrtales",1
"Myrtella","Myrtella","Myrtaceae","Myrtales",2
"Myrteola","Myrteola","Myrtaceae","Myrtales",3
"Myrtus","Myrtus","Myrtaceae","Myrtales",3
"Neofabricia","Neofabricia","Myrtaceae","Myrtales",3
"Neomitranthes","Neomitranthes","Myrtaceae","Myrtales",17
"Neomyrtus","Neomyrtus","Myrtaceae","Myrtales",1
"Ochrosperma","Ochrosperma","Myrtaceae","Myrtales",6
"Octamyrtus","Octamyrtus","Myrtaceae","Myrtales",6
"Osbornia","Osbornia","Myrtaceae","Myrtales",1
"Oxymyrrhine","Oxymyrrhine","Myrtaceae","Myrtales",1
"Pericalymma","Pericalymma","Myrtaceae","Myrtales",4
"Petraeomyrtus","Petraeomyrtus","Myrtaceae","Myrtales",1
"Phymatocarpus","Phymatocarpus","Myrtaceae","Myrtales",3
"Pileanthus","Pileanthus","Myrtaceae","Myrtales",8
"Pilidiostigma","Pilidiostigma","Myrtaceae","Myrtales",6
"Piliocalyx","Piliocalyx","Myrtaceae","Myrtales",8
"Pimenta","Pimenta","Myrtaceae","Myrtales",15
"Pleurocalyptus","Pleurocalyptus","Myrtaceae","Myrtales",2
"Plinia","Plinia","Myrtaceae","Myrtales",68
"Pseudanamomis","Pseudanamomis","Myrtaceae","Myrtales",1
"Psidium","Psidium","Myrtaceae","Myrtales",97
"Psiloxylon","Psiloxylon","Myrtaceae","Myrtales",1
"Purpureostemon","Purpureostemon","Myrtaceae","Myrtales",1
"Regelia","Regelia","Myrtaceae","Myrtales",5
"Rhodamnia","Rhodamnia","Myrtaceae","Myrtales",34
"Rhodomyrtus","Rhodomyrtus","Myrtaceae","Myrtales",17
"Rinzia","Rinzia","Myrtaceae","Myrtales",12
"Ristantia","Ristantia","Myrtaceae","Myrtales",3
"Sannantha","Sannantha","Myrtaceae","Myrtales",15
"Schizocalomyrtus","Schizocalomyrtus","Myrtaceae","Myrtales",1
"Scholtzia","Scholtzia","Myrtaceae","Myrtales",13
"Seorsus","Seorsus","Myrtaceae","Myrtales",4
"Siphoneugena","Siphoneugena","Myrtaceae","Myrtales",9
"Sphaerantia","Sphaerantia","Myrtaceae","Myrtales",2
"Stenostegia","Stenostegia","Myrtaceae","Myrtales",1
"Stereocaryum","Stereocaryum","Myrtaceae","Myrtales",3
"Stockwellia","Stockwellia","Myrtaceae","Myrtales",1
"Syncarpia","Syncarpia","Myrtaceae","Myrtales",3
"Syzygium","Syzygium","Myrtaceae","Myrtales",1123
"Taxandria","Taxandria","Myrtaceae","Myrtales",11
"Tepualia","Tepualia","Myrtaceae","Myrtales",1
"Thaleropia","Thaleropia","Myrtaceae","Myrtales",3
"Thryptomene","Thryptomene","Myrtaceae","Myrtales",32
"Triplarina","Triplarina","Myrtaceae","Myrtales",7
"Tristania","Tristania","Myrtaceae","Myrtales",1
"Tristaniopsis","Tristaniopsis","Myrtaceae","Myrtales",40
"Ugni","Ugni","Myrtaceae","Myrtales",4
"Uromyrtus","Uromyrtus","Myrtaceae","Myrtales",22
"Verticordia","Verticordia","Myrtaceae","Myrtales",101
"Welchiodendron","Welchiodendron","Myrtaceae","Myrtales",1
"Whiteodendron","Whiteodendron","Myrtaceae","Myrtales",1
"Xanthomyrtus","Xanthomyrtus","Myrtaceae","Myrtales",23
"Xanthostemon","Xanthostemon","Myrtaceae","Myrtales",48
"Aletris","Aletris","Nartheciaceae","Dioscoreales",24
"Lophiola","Lophiola","Nartheciaceae","Dioscoreales",1
"Metanarthecium","Metanarthecium","Nartheciaceae","Dioscoreales",1
"Narthecium","Narthecium","Nartheciaceae","Dioscoreales",7
"Nietneria","Nietneria","Nartheciaceae","Dioscoreales",2
"Nelumbo","Nelumbo","Nelumbonaceae","Proteales",3
